,best_arm,algorithm,function,euclidean_distance,true_reward_difference,cumulative_regret,timetocomple
51,"[-0.125, 0.75]",mLGHOO,SixHumpCamelBack,0.051359517131686495,0.0198635762532553,1309.2058478522079,2.683392035018187
52,"[0.4375, -0.625]",mLGHOO,SixHumpCamelBack,0.358565266025587,0.5014401977856955,1477.4606274156997,2.7903665819903836
53,"[0.0, 0.6875]",mLGHOO,SixHumpCamelBack,0.09324188972773986,0.03899072265625003,1337.651483112623,2.7907968209474348
54,"[0.1875, -0.5]",mLGHOO,SixHumpCamelBack,0.2339744644186626,0.3302939639091492,1386.822709714531,3.0804863069788553
55,"[-0.09375, 0.75]",mLGHOO,SixHumpCamelBack,0.0376080111146548,0.01630675631016487,1422.710457896777,2.634897614014335
56,"[0.25, -0.5625]",mLGHOO,SixHumpCamelBack,0.21953143282910537,0.2720799153645834,1465.9980162649322,2.573874795984011
57,"[-0.25, 0.6875]",mLGHOO,SixHumpCamelBack,0.16215440172872275,0.10899397786458342,1519.366695394562,2.791706424963195
58,"[0.25, -0.6875]",mLGHOO,SixHumpCamelBack,0.16215440172872275,0.10899397786458342,1358.494874912979,2.596757343970239
59,"[0.125, -0.6875]",mLGHOO,SixHumpCamelBack,0.04323251091481965,0.0150417989095053,1523.9720827773172,3.1196825259830803
60,"[-0.1875, 0.75]",mLGHOO,SixHumpCamelBack,0.10461381361942598,0.049043963909149224,1303.1387621013278,2.784275115991477
61,"[0.0, -0.6875]",mLGHOO,SixHumpCamelBack,0.09324188972773986,0.03899072265625003,1337.74743408751,3.03540451801382
62,"[-0.125, 0.75]",mLGHOO,SixHumpCamelBack,0.051359517131686495,0.0198635762532553,1328.7933522899448,3.0577626429731026
63,"[0.25, -0.71875]",mLGHOO,SixHumpCamelBack,0.16031800429147064,0.09929320271809905,1353.4142392714562,2.8603871149825864
64,"[0.0625, -0.75]",mLGHOO,SixHumpCamelBack,0.04630388752577908,0.020342976411183766,1359.7187534569275,2.538420080963988
65,"[0.125, -0.75]",mLGHOO,SixHumpCamelBack,0.051359517131686495,0.0198635762532553,1341.0439821813804,2.598118636000436
66,"[-0.625, -0.5]",mLGHOO,SixHumpCamelBack,0.7457464716644658,1.8604336446126304,1408.6460303575723,2.5366937299841084
67,"[0.25, -0.6875]",mLGHOO,SixHumpCamelBack,0.16215440172872275,0.10899397786458342,1496.757978865569,2.6452655119937845
68,"[-0.5, 0.6875]",mLGHOO,SixHumpCamelBack,0.410967212804136,0.5691990559895834,1273.5592003642212,2.579323250974994
69,"[-0.09375, -0.25]",mLGHOO,SixHumpCamelBack,0.4976839986376898,0.860056756310165,1332.9034366017213,2.6066762619884685
70,"[0.09375, 0.75]",mLGHOO,SixHumpCamelBack,0.18732154841341664,0.15693175631016498,1495.3277864407905,2.37029629497556
71,"[-0.125, 0.75]",mLGHOO,SixHumpCamelBack,0.051359517131686495,0.0198635762532553,1444.9095181091088,2.3716198180336505
72,"[0.0, -0.6875]",mLGHOO,SixHumpCamelBack,0.09324188972773986,0.03899072265625003,1331.9706900317635,2.9715178349870257
73,"[0.0625, -0.75]",mLGHOO,SixHumpCamelBack,0.04630388752577908,0.020342976411183766,1507.0292858741304,2.451015727012418
74,"[-0.15625, 0.75]",mLGHOO,SixHumpCamelBack,0.07625196718773883,0.03084690309812621,1555.0604273153644,2.697154625027906
75,"[-0.25, 0.8125]",mLGHOO,SixHumpCamelBack,0.1887963188200448,0.17735335286458342,1265.4274315605464,2.7715139859938063
76,"[-0.125, 0.75]",mLGHOO,SixHumpCamelBack,0.051359517131686495,0.0198635762532553,1554.616386730816,2.417941059975419
77,"[0.0, -0.78125]",mLGHOO,SixHumpCamelBack,0.11303478446920665,0.08470986938476566,1310.669592122638,2.661414411966689
78,"[0.3125, 0.5]",mLGHOO,SixHumpCamelBack,0.4550209335843792,0.813158280213674,1358.7058159227226,2.5201982709695585
79,"[0.5, 0.875]",mLGHOO,SixHumpCamelBack,0.6117497854515357,1.6296848958333334,1346.5724323472177,2.741970820003189
80,"[-0.125, 0.75]",mLGHOO,SixHumpCamelBack,0.051359517131686495,0.0198635762532553,1528.4024309220763,2.4218475550296716
81,"[-0.46875, -0.75]",mLGHOO,SixHumpCamelBack,0.5598007346368884,1.1842423646375537,1611.6371741904136,2.436960980994627
82,"[0.0, -0.78125]",mLGHOO,SixHumpCamelBack,0.11303478446920665,0.08470986938476566,1301.519020024285,3.021101994032506
83,"[-0.25, 0.6875]",mLGHOO,SixHumpCamelBack,0.16215440172872275,0.10899397786458342,1610.3398967068224,2.9464025300112553
84,"[0.0, -0.71875]",mLGHOO,SixHumpCamelBack,0.090010346627485,0.03710244750976566,1388.8502567643827,3.0456243960070424
85,"[-0.875, -0.5]",mLGHOO,SixHumpCamelBack,0.9879462535988484,2.7046169942220053,1343.328869409297,2.7424451080150902
86,"[0.0, 0.6875]",mLGHOO,SixHumpCamelBack,0.09324188972773986,0.03899072265625003,1271.4002780915164,2.5524182650260627
87,"[0.0625, -0.5]",mLGHOO,SixHumpCamelBack,0.21434563209918694,0.27034297641118366,1524.0804451547788,2.37136529001873
88,"[-0.875, -0.5]",mLGHOO,SixHumpCamelBack,0.9879462535988484,2.7046169942220053,1359.995776355382,2.809857712010853
89,"[-0.25, 0.5625]",mLGHOO,SixHumpCamelBack,0.21953143282910537,0.2720799153645834,1490.6206414722399,2.4055534079670906
90,"[0.0, -0.625]",mLGHOO,SixHumpCamelBack,0.1254503886004344,0.08385156250000003,1284.0749509717753,2.8760868360404857
91,"[-0.0625, -0.75]",mLGHOO,SixHumpCamelBack,0.1568249023592873,0.11409297641118377,1410.1063666787327,2.562471803976223
92,"[0.0, 0.5]",mLGHOO,SixHumpCamelBack,0.23078734800677442,0.28600000000000003,1418.5712399800009,2.7227006789762527
93,"[0.0, 0.625]",mLGHOO,SixHumpCamelBack,0.1254503886004344,0.08385156250000003,1409.8791856568557,2.807977497985121
94,"[-0.0625, 0.75]",mLGHOO,SixHumpCamelBack,0.04630388752577908,0.020342976411183766,1451.3147097170581,2.6573629850172438
95,"[0.1875, -0.5]",mLGHOO,SixHumpCamelBack,0.2339744644186626,0.3302939639091492,1516.0326593072189,2.3820639270124957
96,"[-0.0625, 0.625]",mLGHOO,SixHumpCamelBack,0.09175538131357748,0.060382038911183655,1484.977639761445,2.4285236640134826
97,"[-0.75, -0.875]",mLGHOO,SixHumpCamelBack,0.8553582875029621,2.619349609375,1509.8396775318263,2.791748787043616
98,"[0.25, -0.65625]",mLGHOO,SixHumpCamelBack,0.16982156076305507,0.13304564412434905,1514.00222157633,2.7121185599826276
99,"[0.25, -0.6875]",mLGHOO,SixHumpCamelBack,0.16215440172872275,0.10899397786458342,1340.254285635734,3.090937630040571
100,"[-0.6882051970776792, -0.26030417145972984]",PTE,SixHumpCamelBack,0.8999242208068455,2.421318754953096,2271.759976494447,43.32306227402296
101,"[-0.6649251819812523, -0.35656383951183335]",PTE,SixHumpCamelBack,0.834488974098394,2.2160059788698154,2177.244626596252,43.36367361899465
102,"[-0.9307633949133838, -0.1812122227105193]",PTE,SixHumpCamelBack,1.1506183610953662,3.183563734934672,2294.597801680541,42.58196400903398
103,"[0.8005614986970844, -0.00034209165456311474]",PTE,SixHumpCamelBack,1.0062272288259457,2.8244930454786243,2267.985854899418,43.753824894025456
104,"[0.8253939334567115, -0.22663590888487706]",PTE,SixHumpCamelBack,0.8816232374385696,2.5098504811765974,2262.433280708581,43.94673220301047
105,"[0.9670888569429028, -0.072655169677313]",PTE,SixHumpCamelBack,1.0858936984681868,3.121573664970313,2252.540663330711,43.06475549499737
106,"[0.8306269365592232, -0.19225338526558744]",PTE,SixHumpCamelBack,0.9053094219090434,2.603528329958137,2295.5969967161686,42.77310436597327
107,"[-0.9757352156238441, -0.9236904416547465]",PTE,SixHumpCamelBack,1.0862432831978976,3.6287054683742195,2298.554312302859,43.58347199304262
108,"[0.8198090460913405, 0.10391194740624776]",PTE,SixHumpCamelBack,1.094481503773167,2.91943347968854,2229.08582875822,43.301352338981815
109,"[-0.7932088394924548, -0.7937961024141151]",PTE,SixHumpCamelBack,0.8867341302042316,2.501785612482801,2234.5564284728084,42.63983554195147
110,"[0.8063004650475523, 0.983392024155826]",PTE,SixHumpCamelBack,0.9361219812635792,3.5059846371408856,2261.5626147246358,43.56903791701188
111,"[-0.7988902708763452, -0.8186764239277275]",PTE,SixHumpCamelBack,0.8949986621574173,2.5901091618237064,2172.726279551634,43.72636298596626
112,"[-0.8769445938227203, -0.2929415284825554]",PTE,SixHumpCamelBack,1.0539014860990634,2.9648619717851243,2270.0981392745916,43.20095047104405
113,"[-0.9582105749891143, -0.9282717199988999]",PTE,SixHumpCamelBack,1.0699721753841536,3.6090721933187626,2162.593644651737,42.708474473969545
114,"[-0.8942076889515298, -0.11054489226031894]",PTE,SixHumpCamelBack,1.1509297301306423,3.112730657063284,2169.997101429458,43.39963231299771
115,"[-0.9516760172530379, -0.22695402488921435]",PTE,SixHumpCamelBack,1.1491406822728696,3.2043856411582405,2230.102470606391,43.62243758398108
116,"[0.8344189210523985, 0.9774719389383415]",PTE,SixHumpCamelBack,0.9614248582537358,3.560873791026313,2266.3483912834504,42.6440998170292
117,"[0.6221399169325994, 0.9194751248988369]",PTE,SixHumpCamelBack,0.7413877275919165,2.338294068739485,2088.2206359483735,43.00444499502191
118,"[-0.9230075281847747, -0.29810763246908256]",PTE,SixHumpCamelBack,1.0943413598549305,3.076965952769492,2210.164202358413,43.856824076967314
119,"[-0.6592534446257112, 0.2239998371985168]",PTE,SixHumpCamelBack,0.7503381535585965,2.0668497900577507,2185.636175379163,43.38261767296353
120,"[-0.7673204124240254, -0.13364571980892181]",PTE,SixHumpCamelBack,1.0343323740198316,2.7635475114877486,2230.0544319364344,42.52225308603374
121,"[0.6832676802901974, 0.9664464546205791]",PTE,SixHumpCamelBack,0.8136778606012974,2.893465135392464,2197.304986418655,43.42860944499262
122,"[0.9547624294483483, 0.12864935220141094]",PTE,SixHumpCamelBack,1.1967075783496266,3.247480919744133,2274.048693128846,43.26887292700121
123,"[-0.9769754966317044, 0.03493642528231189]",PTE,SixHumpCamelBack,1.1163817816154413,3.1915993393978477,2212.130639246102,42.910936736967415
124,"[0.7744757050554296, 0.34138446113356635]",PTE,SixHumpCamelBack,0.9406239794120479,2.604205143953843,2210.6467139960396,43.06064261001302
125,"[0.853697742411057, 0.24059393072336355]",PTE,SixHumpCamelBack,1.0549775918799138,2.952075471878306,2250.6461659402894,43.565727335982956
126,"[0.8512467566927246, -0.11740421729486639]",PTE,SixHumpCamelBack,0.9664673729763701,2.804337254623144,2285.222335622669,43.583964752964675
127,"[-0.5864066741612841, -0.03048848009318994]",PTE,SixHumpCamelBack,0.8937553793229661,2.19088737382432,2231.727133145464,42.46793385996716
128,"[-0.9726626139933687, -0.9734197655706656]",PTE,SixHumpCamelBack,1.094008115255988,3.9709389649638354,2232.3906256167543,43.24532140698284
129,"[-0.78926513782219, 0.08327283951698261]",PTE,SixHumpCamelBack,0.9409060282250469,2.7001538273101833,2249.2246256815,43.788175161986146
130,"[0.18433251459822353, -0.21582193984507203]",PTE,SixHumpCamelBack,0.5056924335676346,0.9520814669804233,2155.100032510973,43.24538441601908
131,"[-0.8186611039263401, -0.09065252900767007]",PTE,SixHumpCamelBack,1.0846442431387082,2.9155133767722665,2232.9662217978434,42.880329588020686
132,"[0.9449885827001527, 0.9940270620912441]",PTE,SixHumpCamelBack,1.0723752151947097,4.063005504067113,2234.9940868747935,44.22708911204245
133,"[0.7873716681840912, 0.8429725170633982]",PTE,SixHumpCamelBack,0.8868072669246162,2.629267627493396,2162.6421689520566,43.44106706295861
134,"[-0.9228535791225088, -0.7757756907305537]",PTE,SixHumpCamelBack,1.0146223135772787,2.8827696560745193,2249.9095302994747,43.713832766981795
135,"[0.968209764549155, 0.8069824979893607]",PTE,SixHumpCamelBack,1.062211239729683,3.087688511291143,2259.316255478797,43.71396396600176
136,"[-0.9728640096778309, -0.9703491684507366]",PTE,SixHumpCamelBack,1.0934758485223217,3.9472815918166426,2299.3454254753815,43.38239976199111
137,"[-0.8455712388675289, -0.028699000545395092]",PTE,SixHumpCamelBack,1.0586379804772552,2.965230694285074,2276.9815230755157,43.72627789899707
138,"[-0.9678882088197467, -0.35580780024524206]",PTE,SixHumpCamelBack,1.1162459499958615,3.116397508604892,2295.1971943835115,42.563934428966604
139,"[-0.7564141673719993, -0.5231205065655691]",PTE,SixHumpCamelBack,0.8671683201623861,2.300233094968177,2249.402812899093,43.74503405595897
140,"[0.9225414640729932, 0.06259884298248197]",PTE,SixHumpCamelBack,1.1377133172059695,3.16684173093233,2208.165771299913,43.591761054005474
141,"[-0.7564531706000026, -0.4045645688621655]",PTE,SixHumpCamelBack,0.9005721823301166,2.4582216793629996,2273.279290165669,51.339250528020784
142,"[0.946561300992594, 0.9677126103455231]",PTE,SixHumpCamelBack,1.067299016280053,3.851853721647996,2194.7631827425375,44.172334251052234
143,"[0.958723428400613, 0.08330830943842882]",PTE,SixHumpCamelBack,1.1783454338421366,3.24958857651939,2262.3010594198045,43.620111658994574
144,"[-0.9473108875872267, -0.0387485992621357]",PTE,SixHumpCamelBack,1.1401094859458922,3.206021896038745,2280.8981822208198,43.5769282480469
145,"[0.8482193613773266, -0.39773355966458435]",PTE,SixHumpCamelBack,0.8211825637222747,2.0809582545154726,2195.48529040448,43.719854443043005
146,"[-0.9644546419932836, -0.5661659554346894]",PTE,SixHumpCamelBack,1.0643757699102991,2.8828539880797126,2282.855968587974,42.92438777699135
147,"[0.9351591983726559, -0.11093421692841576]",PTE,SixHumpCamelBack,1.0376096996425979,2.9986130206141492,2311.8809989870915,46.008218524977565
148,"[-0.9275298543602049, -0.9239221770053649]",PTE,SixHumpCamelBack,1.0390462429876943,3.4923982441912194,2307.155228995329,47.90288375900127
149,"[0.7096302255722009, 0.9061556487154041]",PTE,SixHumpCamelBack,0.8225280996464868,2.6158352753536005,2220.7369740384497,43.307390049041715
150,"[0.8927176367913165, 0.45663861125079963]",PTE,SixHumpCamelBack,1.0153113508359948,2.806238291725489,2176.475107081449,43.112483448989224
151,"[0.9943928405274698, 0.9271896215103497]",PTE,SixHumpCamelBack,1.105225235466047,3.699720242671004,2239.4648280449305,43.8633943979512
152,"[0.9779136296830229, 0.8753845953918817]",PTE,SixHumpCamelBack,1.0800514892854851,3.3719678179948804,2240.6092474115003,43.87296394800069
153,"[0.8015865995674321, 0.9869743880902435]",PTE,SixHumpCamelBack,0.9326582303975476,3.5178852635823903,2252.5853892388177,43.06260955601465
154,"[0.9025346430022108, -0.07814047868399276]",PTE,SixHumpCamelBack,1.031056004358865,2.98624071697986,2175.068436895209,43.09584948600968
155,"[0.903958410453036, 0.9561392711105487]",PTE,SixHumpCamelBack,1.023165262760226,3.634790965976484,2256.120724775462,43.403705645003356
156,"[-0.8969913209156606, -0.898672619403575]",PTE,SixHumpCamelBack,1.004181323629444,3.2531221432814488,2254.8548397846707,43.50989870203193
157,"[-0.9251251809171177, 0.21632403350335028]",PTE,SixHumpCamelBack,0.971626467731504,2.7516135922007,2160.749687526444,42.68709956097882
158,"[0.9895819694130246, 0.04025872956860299]",PTE,SixHumpCamelBack,1.173202394801695,3.2856425101204176,2251.7615405564666,43.454579674988054
159,"[-0.6791641239393043, 0.9793650988202074]",PTE,SixHumpCamelBack,0.6469263393426632,1.645111195313297,2278.206581292281,44.01763741800096
160,"[-0.8411374927261279, -0.21288867688688629]",PTE,SixHumpCamelBack,1.056577503929867,2.9388969816578516,2176.8646317463754,43.026856889016926
161,"[0.9452621125010885, -0.08706580225198257]",PTE,SixHumpCamelBack,1.0597681154276537,3.0588836364605805,2309.132075022232,43.02224060695153
162,"[0.9660055124521403, 0.9960465480734979]",PTE,SixHumpCamelBack,1.093191303358707,4.141724227617162,2170.4429383355996,43.632010372006334
163,"[-0.91879016625355, 0.04570947635024458]",PTE,SixHumpCamelBack,1.0639396910910568,3.0663655923834563,2232.5103404262445,43.38493090699194
164,"[0.8026146818175977, 0.17336102657928198]",PTE,SixHumpCamelBack,1.0426805046510814,2.85294869537082,2305.975730045635,42.780531414959114
165,"[0.48947949185529027, 0.04405190715106766]",PTE,SixHumpCamelBack,0.8557253091997753,1.8922131652824898,2214.0348667677354,43.54217267502099
166,"[0.7845621738011104, 0.34402124442315896]",PTE,SixHumpCamelBack,0.9488727575585548,2.632759738442763,2307.7453928479117,43.76032052701339
167,"[-0.9976752316159232, -0.31068612300536724]",PTE,SixHumpCamelBack,1.1593692871121621,3.2267236230475165,2293.3506472426625,43.22073026699945
168,"[0.9657518636282572, 0.29729242887377927]",PTE,SixHumpCamelBack,1.1343148220154085,3.175212908404206,2272.7250877716183,42.908367315947544
169,"[0.8687015086049295, 0.2784401457948624]",PTE,SixHumpCamelBack,1.052245181030235,2.9577118498517896,2320.4909504889397,43.47329399100272
170,"[0.8269676437329303, -0.33107544878744943]",PTE,SixHumpCamelBack,0.8300464554136103,2.231800684648518,2280.6406197954993,43.78819307597587
171,"[-0.9964599767648885, 0.09682521217524043]",PTE,SixHumpCamelBack,1.0959976746270659,3.129992895257669,2227.954203717436,42.95946212799754
172,"[0.9012387851093764, 0.4606672412462516]",PTE,SixHumpCamelBack,1.022559528107945,2.8245825190232052,2201.9547871135405,43.21027962298831
173,"[0.9490251497671145, -0.21814669304559953]",PTE,SixHumpCamelBack,0.9913384541872987,2.7903475384568015,2169.856873185209,44.05186131002847
174,"[-0.6067635055810696, -0.18927227202523933]",PTE,SixHumpCamelBack,0.8712477421345859,2.217321960991743,2184.148702238517,43.45102138101356
175,"[0.8611971671569896, 0.07634728460846318]",PTE,SixHumpCamelBack,1.1033999308450657,3.026071799680471,2220.8677162628396,42.698394040053245
176,"[-0.9720221746062636, -0.9265900127774969]",PTE,SixHumpCamelBack,1.083170372588767,3.6367436826381874,2285.1876539491523,43.62242468597833
177,"[-0.8887318503504804, -0.7167542388494106]",PTE,SixHumpCamelBack,0.9785406684705307,2.687290046125119,2215.9041609745027,43.50575311202556
178,"[0.8979275330898047, 0.10953307964942383]",PTE,SixHumpCamelBack,1.1528108736439204,3.121584658793364,2267.57616590525,43.32418917998439
179,"[0.9953159633164816, 0.09147099257842228]",PTE,SixHumpCamelBack,1.2109869202130241,3.3196148615114964,2234.392582618543,43.0024909300264
180,"[0.932625108661645, -0.04069156651641914]",PTE,SixHumpCamelBack,1.0778752742209432,3.101216663756768,2230.440268715277,43.74997531401459
181,"[0.9392619486583849, 0.5377203813143716]",PTE,SixHumpCamelBack,1.0438157764702656,2.8422005094574176,2282.8173233003645,43.54517775698332
182,"[0.8599484856810506, 0.9157582211568911]",PTE,SixHumpCamelBack,0.9712339825588276,3.2265512251887287,2236.395614461422,42.88028501602821
183,"[-0.7779810360025119, 0.038864729243466956]",PTE,SixHumpCamelBack,0.9630744277442266,2.7253581348083444,2256.4740763588916,43.23811569804093
184,"[-0.9678020489479187, -0.26373062130130354]",PTE,SixHumpCamelBack,1.1489150591197723,3.2105199892819254,2334.015293653055,43.660650338977575
185,"[0.8182927680008694, 0.16044050494404072]",PTE,SixHumpCamelBack,1.0627852950036205,2.9038882519987324,2340.2752438006714,43.378760389983654
186,"[-0.9014299129701022, -0.5724704300685841]",PTE,SixHumpCamelBack,1.001085928747318,2.713319132459686,2211.917959252009,42.616888985037804
187,"[0.8399672384799435, 0.23246944384155155]",PTE,SixHumpCamelBack,1.0464188782259431,2.920665752434683,2313.701878149975,43.95646896195831
188,"[-0.8614734174015488, -0.0956354815122269]",PTE,SixHumpCamelBack,1.1174634028456978,3.03032154581973,2262.377648049316,43.54111081699375
189,"[0.9525601196891813, 0.9685094625956452]",PTE,SixHumpCamelBack,1.0733146193751562,3.8755034038008485,2188.734046133678,48.218685553001706
190,"[-0.7557855312355293, 0.025146171705851428]",PTE,SixHumpCamelBack,0.9571465372926712,2.6762457259786725,2370.9312156654714,46.247283314995
191,"[-0.8842423851122221, -0.38177873711376265]",PTE,SixHumpCamelBack,1.0286891055964145,2.8785933587391375,2368.2051999454643,43.4147396570188
192,"[0.9567264333025731, 0.7057505399844921]",PTE,SixHumpCamelBack,1.0465488477388474,2.868729471918143,2190.5886273133847,43.64805902703665
193,"[-0.9149264038494931, 0.2525872834108682]",PTE,SixHumpCamelBack,0.9446932209735125,2.6383527039769774,2231.4861212552223,43.24962358002085
194,"[0.9080237331031777, 0.2068216375416414]",PTE,SixHumpCamelBack,1.118688497426795,3.117276947308012,2220.698144355967,43.14969531603856
195,"[-0.6304113882657556, -0.7745941498624984]",PTE,SixHumpCamelBack,0.7228746214972973,1.8432297755071585,2296.709488460395,43.66654090798693
